# obj_no spec_z phot_z age_old age_new f_old_V EBV norm chi SFR stellar_mass
1.000000000000000000e+00 3.820000000000000062e-01 3.500000000000000333e-01 1.015200000000000000e+09 2.550000000000000000e+08 7.600000000000000089e-01 2.500000000000000139e-02 2.143994370534381400e-19 9.092182304397820047e+00 8.646240083552514388e-02 5.964936010343775749e+08
2.000000000000000000e+00 7.359999999999999876e-01 6.400000000000000133e-01 1.015200000000000000e+09 5.088000000000000000e+08 5.200000000000000178e-01 2.500000000000000139e-02 2.750708055548642869e-19 8.437495702475981574e+00 4.394289579523645850e-01 1.518571918861156464e+09
3.000000000000000000e+00 7.099999999999999645e-01 6.500000000000000222e-01 2.000000000000000000e+09 5.088000000000000000e+08 8.599999999999999867e-01 1.500000000000000222e-01 3.113231810788128018e-19 6.892765786923411575e+00 8.694441732099349451e-01 3.178053977839090347e+10
4.000000000000000000e+00 3.830000000000000071e-01 3.500000000000000333e-01 1.015200000000000000e+09 5.000000000000000000e+07 8.399999999999999689e-01 3.500000000000000333e-01 1.330676090533973792e-18 5.216271002898982267e+00 3.897236011445520898e+00 2.272974638620841599e+10
5.000000000000000000e+00 3.579999999999999849e-01 2.399999999999999911e-01 1.015200000000000000e+09 1.000000000000000000e+07 8.399999999999999689e-01 0.000000000000000000e+00 2.252736316909249679e-19 1.535317896219000211e+01 1.176165400864348370e-01 3.492810689914508462e+08
6.000000000000000000e+00 1.885000000000000009e+00 1.919999999999999929e+00 1.015200000000000000e+09 2.550000000000000000e+08 0.000000000000000000e+00 2.500000000000000000e-01 3.923412121361764270e-19 2.092938281614391727e+01 5.475449218123555539e+01 1.396239550621506691e+10
7.000000000000000000e+00 1.980000000000000093e-01 1.700000000000000122e-01 1.015200000000000000e+09 2.511900000000000000e+07 8.399999999999999689e-01 2.500000000000000139e-02 8.741105645689571857e-19 3.624696441455451001e+00 1.477090250719719777e-01 6.571944243724664450e+08
8.000000000000000000e+00 1.032000000000000028e+00 8.499999999999999778e-01 1.015200000000000000e+09 5.088000000000000000e+08 4.400000000000000022e-01 1.750000000000000167e-01 3.681316891571867638e-19 7.617475682622460553e+00 2.466610859813204382e+00 6.527120343588961601e+09
9.000000000000000000e+00 6.340000000000000080e-01 6.199999999999999956e-01 1.015200000000000000e+09 1.000000000000000000e+07 1.000000000000000000e+00 2.000000000000000111e-01 8.691535294227134267e-18 7.867331546312796853e+00 0.000000000000000000e+00 1.633666700572148387e+27
1.000000000000000000e+01 6.919999999999999485e-01 7.199999999999999734e-01 1.015200000000000000e+09 1.015200000000000000e+08 9.799999999999999822e-01 3.000000000000000444e-01 2.831144916481172830e-20 1.217641409554825138e+01 3.657597364857036459e-01 2.619736971861020279e+10
1.100000000000000000e+01 1.990000000000000102e-01 1.700000000000000122e-01 1.015200000000000000e+09 5.088000000000000000e+08 6.600000000000000311e-01 0.000000000000000000e+00 3.389652091277320976e-19 9.586356698043596580e+00 1.600812233378667848e-02 9.267683707152910531e+07
